
Fall2021-2022(202210),11040,DCSN,200,1,OperationsManagement,3,3,SB,36,-1,1230,1345,OSB,206,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie,Majdalani,,,
Fall2021-2022(202210),11041,DCSN,200,2,OperationsManagement,3,3,SB,0,0,0930,1045,OSB,206,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),11042,DCSN,200,3,OperationsManagement,3,3,SB,35,0,1230,1345,OSB,206,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie,Majdalani,,,
Fall2021-2022(202210),11043,DCSN,200,4,OperationsManagement,3,3,SB,35,0,1400,1515,OSB,206,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie,Majdalani,,,
Fall2021-2022(202210),13045,DCSN,200,5,OperationsManagement,3,3,SB,36,-1,0930,1045,OSB,211,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie,Majdalani,,,
Fall2021-2022(202210),11044,DCSN,205,1,ManagerialDecisionMaking,3,3,SB,33,2,1530,1645,OSB,207,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ibrahim,Kebbe,,,
Fall2021-2022(202210),11045,DCSN,211,1,PricingandRevenueManagement,3,3,SB,0,0,1230,1345,OSB,227,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),11046,DCSN,212,1,ProjectManagement,3,3,SB,24,6,1100,1215,OSB,207,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Walid,Nasr,,,
Fall2021-2022(202210),11047,DCSN,300,1,ModelsforDecision-Making,3,3,SB,37,3,1800,2030,OSB,334,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Victor,Araman,,,
Fall2021-2022(202210),10003,DCSN,300,9,ModelsforDecision-Making,3,3,SB,16,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lama,Moussawi,,,
Fall2021-2022(202210),11049,DGRG,230,1,ClinicalPracticumII,4,4,FM,8,4,0830,1330,.,.,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Saly,Abbas,,,
Fall2021-2022(202210),11050,DGRG,260,1,ClinicalPracticumV,4,4,FM,6,0,0900,1359,.,.,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Marlene,Salbashian,,,
Fall2021-2022(202210),11051,DGRG,260,2,ClinicalPracticumV,4,4,FM,5,1,0800,1529,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Marlene,Salbashian,,,
Spring2021-2022(202220),20937,DCSN,200,1,OperationsManagement,3,3,SB,28,0,1100,1215,OSB,206,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Walid,Nasr,,,
Spring2021-2022(202220),20938,DCSN,200,2,OperationsManagement,3,3,SB,28,0,1230,1345,OSB,207,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ibrahim,Osman,,,
Spring2021-2022(202220),20939,DCSN,200,3,OperationsManagement,3,3,SB,28,0,1400,1515,OSB,207,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ibrahim,Osman,,,
Spring2021-2022(202220),20940,DCSN,200,4,OperationsManagement,3,3,SB,28,0,0800,0915,OSB,207,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie,Majdalani,,,
Spring2021-2022(202220),20941,DCSN,200,5,OperationsManagement,3,3,SB,28,0,0930,1045,OSB,207,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie,Majdalani,,,
Spring2021-2022(202220),20942,DCSN,200,6,OperationsManagement,3,3,SB,28,0,1100,1215,OSB,207,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie,Majdalani,,,
Spring2021-2022(202220),20943,DCSN,200,7,OperationsManagement,3,3,SB,28,0,1530,1645,OSB,207,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MaherN,Itani,,,
Spring2021-2022(202220),20944,DCSN,200,8,OperationsManagement,3,3,SB,28,0,1700,1815,OSB,207,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MaherN,Itani,,,
Spring2021-2022(202220),22954,DCSN,200,9,OperationsManagement,3,3,SB,28,0,1230,1345,OSB,207,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ibrahim,Kebbe,,,
Spring2021-2022(202220),20945,DCSN,205,1,ManagerialDecisionMaking,3,3,SB,21,11,1400,1515,OSB,206,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ibrahim,Kebbe,,,
Spring2021-2022(202220),20946,DCSN,210,1,BusinessLogistics,3,3,SB,17,15,1230,1345,OSB,216,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Victor,Araman,,,
Spring2021-2022(202220),20947,DCSN,216,1,Bus.AnalyticUsingDataMining,3,3,SB,16,6,0930,1045,OSB,335,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Imad,Bou-Hamad,,,
Spring2021-2022(202220),20948,DCSN,250A,1,OperationsManagementII,3,3,SB,32,0,1230,1345,OSB,206,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie,Majdalani,,,
Spring2021-2022(202220),20949,DCSN,310,1,Operations&ProcessManag.,3,3,SB,42,0,1800,2030,OSB,216,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Victor,Araman,,,
Spring2021-2022(202220),20002,DCSN,310,9,Operations&ProcessManag.,3,3,SB,10,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Krzysztof,Fleszar,,,
Spring2021-2022(202220),20950,DGRG,240,1,ClinicalPracticumIII,2,2,FM,8,3,1100,1459,.,.,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Saly,Abbas,,,
Spring2021-2022(202220),20951,DGRG,270,1,ClinicalPracticumVI,4,4,FM,9,4,0800,1259,.,.,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Marlene,Salbashian,
